iso3c,year,Ratio.RMC.to.market.XR,country,military_spending,type,military_spending_PPP,change_nominal,change_nominal_percent,change_PPP,change_PPP_percent,nato
BWA,2000,NA,Botswana,315.94901809409714,Constant 2021 USD (m),NA,30.423890088930193,9.629366874585202,NA,NA,FALSE
BWA,2000,NA,Botswana,184.7183946121188,Current USD (m),NA,15.139638449157104,8.19606432859494,NA,NA,FALSE
CAF,2000,NA,Central African Republic,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CAF,2000,NA,Central African Republic,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CAN,2000,NA,Canada,8299.38523072365,Current USD (m),NA,88.6066908812827,1.0676295703598373,NA,NA,TRUE
CAN,2000,NA,Canada,14593.56073670412,Constant 2021 USD (m),NA,-243.0122745351182,-1.6652020635643805,NA,NA,TRUE
CHE,2000,NA,Switzerland,5605.350715431987,Constant 2021 USD (m),NA,-84.95345220529998,-1.515577820517389,NA,NA,FALSE
CHE,2000,NA,Switzerland,2800.146846356079,Current USD (m),NA,-346.67604083894093,-12.380637868691837,NA,NA,FALSE
CHL,2000,NA,Chile,2880.7524222994493,Constant 2021 USD (m),NA,140.989832680581,4.89420165333199,NA,NA,FALSE
CHL,2000,NA,Chile,2103.4606096885213,Current USD (m),NA,60.325798169918926,2.867930965384321,NA,NA,FALSE
CHN,2000,NA,China,45586.1427417326,Constant 2021 USD (m),NA,3469.901778945452,7.611746838516504,NA,NA,FALSE
CHN,2000,NA,China,22237.14015121449,Current USD (m),NA,1763.2250564478163,7.929189834923611,NA,NA,FALSE
CIV,2000,NA,Cote d'Ivoire,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CIV,2000,NA,Cote d'Ivoire,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CMR,2000,NA,Cameroon,123.0343438542872,Current USD (m),NA,-21.67029266453126,-17.61320618753082,NA,NA,FALSE
CMR,2000,NA,Cameroon,252.9185247379386,Constant 2021 USD (m),NA,-7.479091915859414,-2.957115111915535,NA,NA,FALSE
COD,2000,NA,"Congo, DR",132.88382170389949,Current USD (m),NA,-16.394038563865507,-12.337121519876051,NA,NA,FALSE
COD,2000,NA,"Congo, DR",64.61168726867835,Constant 2021 USD (m),NA,-17.454039417258727,-27.013749609538333,NA,NA,FALSE
COG,2000,NA,"Congo, Republic",NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
COG,2000,NA,"Congo, Republic",NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
COL,2000,NA,Colombia,4338.094475638649,Constant 2021 USD (m),NA,63.79423751109789,1.470558971671685,NA,NA,FALSE
COL,2000,NA,Colombia,3027.922793237224,Current USD (m),NA,-219.37397313164547,-7.245031928211999,NA,NA,FALSE
CPV,2000,NA,Cape Verde,6.801072798215346,Current USD (m),NA,1.796338590180719,26.412577007734605,NA,NA,FALSE
CPV,2000,NA,Cape Verde,12.567111556591197,Constant 2021 USD (m),NA,4.767987222193683,37.94019970876259,NA,NA,FALSE
CRI,2000,NA,Costa Rica,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CRI,2000,NA,Costa Rica,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CUB,2000,NA,Cuba,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
CUB,2000,NA,Cuba,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
CYP,2000,NA,Cyprus,476.017590718309,Constant 2021 USD (m),NA,30.02403887881769,6.307338103516619,NA,NA,FALSE
CYP,2000,NA,Cyprus,281.1603742536085,Current USD (m),NA,-8.809992715209432,-3.133440385615208,NA,NA,FALSE
CZE,2000,NA,Czechia,1157.2940847289008,Current USD (m),NA,-48.63778525941234,-4.202716137688189,NA,NA,TRUE
CZE,2000,NA,Czechia,3302.259951281868,Constant 2021 USD (m),NA,104.0667863980093,3.1513808099090674,NA,NA,TRUE
DEU,2000,NA,Germany,26497.59316438875,Current USD (m),NA,-4192.565261192594,-15.822438042513093,NA,NA,TRUE
DEU,2000,NA,Germany,46431.366193077854,Constant 2021 USD (m),NA,-744.2715421183384,-1.602949908954643,NA,NA,TRUE
DJI,2000,NA,Djibouti,45.97732992818759,Constant 2021 USD (m),NA,-2.279320381119817,-4.957487493684188,NA,NA,FALSE
DJI,2000,NA,Djibouti,26.02506175409772,Current USD (m),NA,-0.7539908058136007,-2.8971720141831465,NA,NA,FALSE
DNK,2000,NA,Denmark,2392.5108311868903,Current USD (m),NA,-392.37042289840474,-16.399943431134034,NA,NA,TRUE
DNK,2000,NA,Denmark,4249.703363034973,Constant 2021 USD (m),NA,-143.50624244489973,-3.3768531632855696,NA,NA,TRUE
DOM,2000,NA,Dominican Republic,246.8108437404813,Current USD (m),NA,71.81037595820587,29.09530832191216,NA,NA,FALSE
DOM,2000,NA,Dominican Republic,330.904877814004,Constant 2021 USD (m),NA,84.03518630015185,25.395571940582453,NA,NA,FALSE
DZA,2000,NA,Algeria,1881.1636491194504,Current USD (m),NA,54.667079142326884,2.906024638947062,NA,NA,FALSE
DZA,2000,NA,Algeria,2475.1002742126902,Constant 2021 USD (m),NA,342.07257355213324,13.820554145465636,NA,NA,FALSE
ECU,2000,NA,Ecuador,266,Current USD (m),NA,-30,-11.278195488721805,NA,NA,FALSE
ECU,2000,NA,Ecuador,722.7730234136269,Constant 2021 USD (m),NA,-854.3899272089055,-118.20999117726579,NA,NA,FALSE
EGY,2000,NA,Egypt,2627.6983338373584,Current USD (m),NA,179.71953993411125,6.839428164939233,NA,NA,FALSE
EGY,2000,NA,Egypt,4112.399584647717,Constant 2021 USD (m),NA,265.46152022719025,6.455148989368713,NA,NA,FALSE
ERI,2000,NA,Eritrea,230.67012987012987,Current USD (m),NA,-42.18660470509309,-18.28871589435731,NA,NA,FALSE
ERI,2000,NA,Eritrea,1565.2088612065138,Constant 2021 USD (m),NA,-315.8518308425505,-20.17953250015986,NA,NA,FALSE
ESP,2000,NA,Spain,19804.49542442567,Constant 2021 USD (m),NA,641.7550002135904,3.2404511524292032,NA,NA,TRUE
ESP,2000,NA,Spain,10273.779251888704,Current USD (m),NA,-839.943238514832,-8.175601382134225,NA,NA,TRUE
EST,2000,NA,Estonia,78.31330855978386,Current USD (m),NA,4.5127672349985914,5.762452535833772,NA,NA,TRUE
EST,2000,NA,Estonia,192.3445486227141,Constant 2021 USD (m),NA,29.255938087220187,15.210172732582105,NA,NA,TRUE
ETH,2000,NA,Ethiopia,1518.4616071622172,Constant 2021 USD (m),NA,-165.03482303433793,-10.8685542167091,NA,NA,FALSE
ETH,2000,NA,Ethiopia,617.5416136279003,Current USD (m),NA,-86.16325589899691,-13.952623434202211,NA,NA,FALSE
FIN,2000,NA,Finland,2674.824683954881,Constant 2021 USD (m),NA,144.83534647879333,5.4147603522428245,NA,NA,FALSE
FIN,2000,NA,Finland,1558.1352496775385,Current USD (m),NA,-95.7698691822427,-6.146441344040102,NA,NA,FALSE
FJI,2000,NA,Fiji,32.03953735283893,Current USD (m),NA,8.22783763411146,25.680263555311342,NA,NA,FALSE
FJI,2000,NA,Fiji,60.62286621966221,Constant 2021 USD (m),NA,18.47821834118637,30.48060821511143,NA,NA,FALSE
FRA,2000,NA,France,28403.13894870589,Current USD (m),NA,-4269.575336142909,-15.032054534019874,NA,NA,TRUE
FRA,2000,NA,France,48554.35196805029,Constant 2021 USD (m),NA,-555.4909900616258,-1.1440601460959663,NA,NA,TRUE
GAB,2000,NA,Gabon,91.29521219816398,Current USD (m),NA,NA,NA,NA,NA,FALSE
GAB,2000,NA,Gabon,180.45140202142323,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GBR,2000,NA,United Kingdom,54374.96571846808,Constant 2021 USD (m),NA,1073.1642402494908,1.9736366286756077,NA,NA,TRUE
GBR,2000,NA,United Kingdom,39343.71127257817,Current USD (m),NA,-1416.6893939873917,-3.6008026395181423,NA,NA,TRUE
GEO,2000,NA,Georgia,18.82429143241725,Current USD (m),NA,-7.05838693084911,-37.4961626374626,NA,NA,FALSE
GEO,2000,NA,Georgia,32.4271758746653,Constant 2021 USD (m),NA,-15.106109307616826,-46.58472068614191,NA,NA,FALSE
GHA,2000,NA,Ghana,50.88260824085781,Current USD (m),NA,-8.39515266042217,-16.49906117367823,NA,NA,FALSE
GHA,2000,NA,Ghana,82.00596545678431,Constant 2021 USD (m),NA,16.445670287321505,20.05423653720421,NA,NA,FALSE
GIN,2000,NA,Guinea,45.96793121411439,Current USD (m),NA,-9.243255177697634,-20.10805127305687,NA,NA,FALSE
GIN,2000,NA,Guinea,112.25553463993296,Constant 2021 USD (m),NA,-2.0733850265868057,-1.8470225394563617,NA,NA,FALSE
GMB,2000,NA,"Gambia, The",3.323532171791423,Current USD (m),NA,-0.1955242647470894,-5.88302608912913,NA,NA,FALSE
GMB,2000,NA,"Gambia, The",3.1801077664509947,Constant 2021 USD (m),NA,0.15422903135331678,4.849805185232343,NA,NA,FALSE
GNB,2000,NA,Guinea-Bissau,9.531360607660933,Current USD (m),NA,NA,NA,NA,NA,FALSE
GNB,2000,NA,Guinea-Bissau,18.191402660869063,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,2000,NA,Equatorial Guinea,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GNQ,2000,NA,Equatorial Guinea,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
GRC,2000,NA,Greece,4564.522446239066,Current USD (m),NA,-447.7631960592189,-9.80963948217963,NA,NA,TRUE
GRC,2000,NA,Greece,8170.175280169669,Constant 2021 USD (m),NA,429.1717679480571,5.2529077190023825,NA,NA,TRUE
GTM,2000,NA,Guatemala,157.8480927869579,Current USD (m),NA,34.093927592749154,21.5992014795925,NA,NA,FALSE
GTM,2000,NA,Guatemala,469.6640149810473,Constant 2021 USD (m),NA,98.41133838494108,20.95356153460306,NA,NA,FALSE
GUY,2000,NA,Guyana,23.97244719088764,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
GUY,2000,NA,Guyana,12.585649290138685,Current USD (m),NA,NA,NA,NA,NA,FALSE
HND,2000,NA,Honduras,52.46239689471131,Current USD (m),NA,NA,NA,NA,NA,FALSE
HND,2000,NA,Honduras,109.26096007602146,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
HRV,2000,NA,Croatia,1276.1720611398569,Constant 2021 USD (m),NA,-524.7634427458056,-41.12011684984665,NA,NA,TRUE
HRV,2000,NA,Croatia,659.7750333125142,Current USD (m),NA,-376.1739749470677,-57.01549103160534,NA,NA,TRUE
HTI,2000,NA,Haiti,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
HTI,2000,NA,Haiti,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
HUN,2000,NA,Hungary,1520.543770213726,Constant 2021 USD (m),NA,142.70063796413024,9.384842499079943,NA,NA,TRUE
HUN,2000,NA,Hungary,715.8576648155959,Current USD (m),NA,12.915173691984137,1.8041538600150453,NA,NA,TRUE
IDN,2000,NA,Indonesia,2364.7900680247944,Constant 2021 USD (m),NA,66.39759523072416,2.8077585460337784,NA,NA,FALSE
IDN,2000,NA,Indonesia,1129.542839569354,Current USD (m),NA,-5.604165898396786,-0.4961446084270175,NA,NA,FALSE
IND,2000,NA,India,14287.514240703493,Current USD (m),NA,391.951779316536,2.7433168059417237,NA,NA,FALSE
IND,2000,NA,India,30792.623655510964,Constant 2021 USD (m),NA,951.3070913749434,3.089399273077816,NA,NA,FALSE
IRL,2000,NA,Ireland,694.6747742767644,Current USD (m),NA,-46.833833508862995,-6.741835927124653,NA,NA,FALSE
IRL,2000,NA,Ireland,1237.2986521520077,Constant 2021 USD (m),NA,31.32401651017767,2.531645569620274,NA,NA,FALSE
IRN,2000,NA,Iran,2525.210405347741,Constant 2021 USD (m),NA,231.57268598751216,9.17043132315237,NA,NA,FALSE
IRN,2000,NA,Iran,8327.053824362605,Current USD (m),NA,1676.7686803648858,20.136397767228722,NA,NA,FALSE
IRQ,2000,NA,Iraq,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
IRQ,2000,NA,Iraq,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
ISL,2000,NA,Iceland,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
ISL,2000,NA,Iceland,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
ISR,2000,NA,Israel,8327.543752994008,Current USD (m),NA,674.9397159637783,8.10490747312035,NA,NA,FALSE
ISR,2000,NA,Israel,14216.18502535746,Constant 2021 USD (m),NA,803.1106911334973,5.649270107985974,NA,NA,FALSE
ITA,2000,NA,Italy,35578.9912782408,Constant 2021 USD (m),NA,2224.721992382845,6.252909125457495,NA,NA,TRUE
ITA,2000,NA,Italy,19878.72093237516,Current USD (m),NA,-1137.735977558179,-5.723386235103404,NA,NA,TRUE
JAM,2000,NA,Jamaica,66.83072977320955,Constant 2021 USD (m),NA,-1.1894483720631968,-1.7797925835908066,NA,NA,FALSE
JAM,2000,NA,Jamaica,43.56623249127035,Current USD (m),NA,-1.5648392620304534,-3.5918627169425554,NA,NA,FALSE
JOR,2000,NA,Jordan,529.3370944992948,Current USD (m),NA,17.34837799717917,3.2773780975219906,NA,NA,FALSE
JOR,2000,NA,Jordan,1004.1019508522064,Constant 2021 USD (m),NA,26.431511655119607,2.6323533813161624,NA,NA,FALSE
JPN,2000,NA,Japan,45509.67382730942,Current USD (m),NA,2386.775322388741,5.24454499815924,NA,NA,FALSE
JPN,2000,NA,Japan,45779.75177168248,Constant 2021 USD (m),NA,238.81010464404972,0.5216500644980956,NA,NA,FALSE
KAZ,2000,NA,Kazakhstan,238.29868587549623,Constant 2021 USD (m),NA,10.897338385507481,4.572974603477674,NA,NA,FALSE
KAZ,2000,NA,Kazakhstan,143.52754110586562,Current USD (m),NA,-0.3778160220511779,-0.26323590520686313,NA,NA,FALSE
KEN,2000,NA,Kenya,646.834141325883,Constant 2021 USD (m),NA,44.278873719146986,6.84547566218196,NA,NA,FALSE
KEN,2000,NA,Kenya,165.58473524952248,Current USD (m),NA,13.666957806691812,8.253754662890174,NA,NA,FALSE
KGZ,2000,NA,Kyrgyz Republic,25.79415581148671,Current USD (m),NA,2.660976336665069,10.316198584332335,NA,NA,FALSE
KGZ,2000,NA,Kyrgyz Republic,54.96957661422734,Constant 2021 USD (m),NA,7.119000149004464,12.950800401766074,NA,NA,FALSE
KHM,2000,NA,Cambodia,172.79586889199206,Constant 2021 USD (m),NA,-12.151754296000746,-7.032433341098178,NA,NA,FALSE
KHM,2000,NA,Cambodia,81.02584130703639,Current USD (m),NA,-7.146162170009589,-8.819608725727612,NA,NA,FALSE
KOR,2000,NA,"Korea, South",13801.1070241211,Current USD (m),NA,1705.9202002116763,12.360749012598248,NA,NA,FALSE
KOR,2000,NA,"Korea, South",22147.266899761555,Constant 2021 USD (m),NA,1283.6316958307034,5.795892114545851,NA,NA,FALSE
KSV,2000,NA,Kosovo,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
KSV,2000,NA,Kosovo,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
KWT,2000,NA,Kuwait,5253.622234595239,Constant 2021 USD (m),NA,753.8496726336625,14.349141201465587,NA,NA,FALSE
KWT,2000,NA,Kuwait,2697.0755963557963,Current USD (m),NA,410.7230841602741,15.228460215028091,NA,NA,FALSE
LAO,2000,NA,Laos,35.60579355927197,Constant 2021 USD (m),NA,-9.363787565841008,-26.298494233117907,NA,NA,FALSE
LAO,2000,NA,Laos,13.717664599297128,Current USD (m),NA,-1.6652827875026812,-12.13969604992389,NA,NA,FALSE
LBN,2000,NA,Lebanon,9508.593370530923,Constant 2021 USD (m),NA,1054.328931558468,11.088169306156777,NA,NA,FALSE
LBN,2000,NA,Lebanon,930.016583747927,Current USD (m),NA,100.352958960151,10.790448333268733,NA,NA,FALSE
LBR,2000,NA,Liberia,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
LBR,2000,NA,Liberia,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
LBY,2000,NA,Libya,1085.534664870458,Current USD (m),NA,-67.95242362032809,-6.259811484549613,NA,NA,FALSE
LBY,2000,NA,Libya,492.3399259518373,Constant 2021 USD (m),NA,32.334159018437504,6.567446049784832,NA,NA,FALSE
LKA,2000,NA,Sri Lanka,822.1273655900713,Current USD (m),NA,191.11321548141484,23.24618100314004,NA,NA,FALSE
LKA,2000,NA,Sri Lanka,1558.5926172441082,Constant 2021 USD (m),NA,393.4914657905563,25.24658858491996,NA,NA,FALSE
LSO,2000,NA,Lesotho,49.12472773243639,Constant 2021 USD (m),NA,-2.0657110771075224,-4.205033131905913,NA,NA,FALSE
LSO,2000,NA,Lesotho,30.55550352097962,Current USD (m),NA,-3.522683165939725,-11.528800903316897,NA,NA,FALSE
LTU,2000,NA,Lithuania,140.4,Current USD (m),NA,33.95,24.180911680911684,NA,NA,TRUE
LTU,2000,NA,Lithuania,324.2172092485457,Constant 2021 USD (m),NA,75.98557104236286,23.43662485359071,NA,NA,TRUE
LUX,2000,NA,Luxembourg,115.69872711955428,Current USD (m),NA,-11.354144840567017,-9.813543435818879,NA,NA,TRUE
LUX,2000,NA,Luxembourg,220.6929403315836,Constant 2021 USD (m),NA,4.510689766935229,2.043875875756638,NA,NA,TRUE
LVA,2000,NA,Latvia,69.9906833593674,Current USD (m),NA,13.422056968121488,19.176919446843936,NA,NA,TRUE
LVA,2000,NA,Latvia,146.00015056010756,Constant 2021 USD (m),NA,29.127141227895336,19.950076158246038,NA,NA,TRUE
MAR,2000,NA,Morocco,859.1514832103599,Current USD (m),NA,-348.365126645195,-40.547579030355834,NA,NA,FALSE
MAR,2000,NA,Morocco,1390.7607842851928,Constant 2021 USD (m),NA,-447.0278690889295,-32.14268579759299,NA,NA,FALSE
MDA,2000,NA,Moldova,5.090797960463881,Current USD (m),NA,-0.9001870335451336,-17.682631299378993,NA,NA,FALSE
MDA,2000,NA,Moldova,16.39194343487183,Constant 2021 USD (m),NA,-5.028561406787155,-30.67703001030075,NA,NA,FALSE
MDG,2000,NA,Madagascar,47.2109346139638,Current USD (m),NA,2.174491697257352,4.605906904910525,NA,NA,FALSE
MDG,2000,NA,Madagascar,90.16392764062816,Constant 2021 USD (m),NA,0.8288570533539001,0.9192778919941531,NA,NA,FALSE
MEX,2000,NA,Mexico,3454.077560657819,Constant 2021 USD (m),NA,107.71237102749092,3.1184120546203777,NA,NA,FALSE
MEX,2000,NA,Mexico,3031.454509304578,Current USD (m),NA,378.54249725487307,12.487157438549573,NA,NA,FALSE
MKD,2000,NA,North Macedonia,69.82894790748347,Current USD (m),NA,3.5920274585697314,5.144037775463575,NA,NA,TRUE
MKD,2000,NA,North Macedonia,132.2556325862765,Constant 2021 USD (m),NA,16.782447463016823,12.689400923676237,NA,NA,TRUE
MLI,2000,NA,Mali,43.68124768250616,Current USD (m),NA,-0.17134912210129016,-0.39227158378517085,NA,NA,FALSE
MLI,2000,NA,Mali,83.28660941744293,Constant 2021 USD (m),NA,11.469901508950201,13.771603369590443,NA,NA,FALSE
MLT,2000,NA,Malta,25.353948051693564,Current USD (m),NA,-2.6326726109452423,-10.383679123967392,NA,NA,FALSE
MLT,2000,NA,Malta,44.98370160012489,Constant 2021 USD (m),NA,-1.2937140607566988,-2.8759617700138467,NA,NA,FALSE
MMR,2000,NA,Myanmar,NA,Current USD (m),NA,NA,NA,NA,NA,FALSE
MMR,2000,NA,Myanmar,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,FALSE
MNE,2000,NA,Montenegro,NA,Constant 2021 USD (m),NA,NA,NA,NA,NA,TRUE
MNE,2000,NA,Montenegro,NA,Current USD (m),NA,NA,NA,NA,NA,TRUE
MNG,2000,NA,Mongolia,24.26555954935124,Current USD (m),NA,6.2436976686814845,25.7306972706855,NA,NA,FALSE
MNG,2000,NA,Mongolia,52.24409018082245,Constant 2021 USD (m),NA,11.147443427587966,21.3372333387479,NA,NA,FALSE
MOZ,2000,NA,Mozambique,55.36145844278659,Current USD (m),NA,-1.154733211290477,-2.0858070646455933,NA,NA,FALSE
MOZ,2000,NA,Mozambique,73.14268253703104,Constant 2021 USD (m),NA,2.535395695697403,3.4663695775907186,NA,NA,FALSE
MRT,2000,NA,Mauritania,68.07099675565938,Constant 2021 USD (m),NA,16.067069219415508,23.60339937005506,NA,NA,FALSE
MRT,2000,NA,Mauritania,37.87831225959828,Current USD (m),NA,5.918634147395757,15.625390346941838,NA,NA,FALSE
MUS,2000,NA,Mauritius,9.360142630744848,Current USD (m),NA,0.3193339210751116,3.411635203359076,NA,NA,FALSE
MUS,2000,NA,Mauritius,14.771691068244966,Constant 2021 USD (m),NA,0.5073129363783835,3.4343592350706915,NA,NA,FALSE
MWI,2000,NA,Malawi,11.72750143591776,Current USD (m),NA,-2.675478052878537,-22.813709019760708,NA,NA,FALSE
MWI,2000,NA,Malawi,13.625593774874265,Constant 2021 USD (m),NA,-2.430137269298829,-17.835092616514274,NA,NA,FALSE
MYS,2000,NA,Malaysia,2150.120890076533,Constant 2021 USD (m),NA,-218.29789027324887,-10.152819373122716,NA,NA,FALSE
MYS,2000,NA,Malaysia,1533.157894736842,Current USD (m),NA,-130.13157894736855,-8.487813250944052,NA,NA,FALSE
NAM,2000,NA,Namibia,92.39779648781024,Current USD (m),NA,-13.368160680393913,-14.468051391417687,NA,NA,FALSE
NAM,2000,NA,Namibia,144.12711799400347,Constant 2021 USD (m),NA,-15.947390378191841,-11.064809038126569,NA,NA,FALSE
NER,2000,NA,Niger,20.08494668359608,Current USD (m),NA,-3.465521970730144,-17.254324969458494,NA,NA,FALSE
NER,2000,NA,Niger,38.61367467481678,Constant 2021 USD (m),NA,-1.6755680772703982,-4.339312669361606,NA,NA,FALSE
NGA,2000,NA,Nigeria,1123.9993353418158,Constant 2021 USD (m),NA,-331.524777387566,-29.495104397614885,NA,NA,FALSE
